Study Num,Study Title (O),Authors (O),Journal (O),Volume (O),Issue (O),Pages (O),Project URL,Descriptors (O),Number of Authors (O),Number of Authors (R),1st author (O),"Citation Count, 1st author (O)",Institution 1st author (O),Senior author (O),"Citation count, senior author (O)",Institution senior author (O),1st author (R),"Citation count, 1st author (R)",Institution 1st author (R),Senior author (R),"Citation count, senior author (R)",Institution senior author (R),"Citation count, paper (O)","Institution prestige, 1st author (O)","Institution prestige, senior author (O)","Institution prestige, 1st author (R)","Institution prestige, senior author (R)",Number of Studies (O),Discipline (O),Number of research sites (O),Secondary data (O),Methodology expertise required (O),Opportunity for expectancy bias (O),Opportunity for lack of diligence (O),Surprising result (O),Exciting result (O),Internal conceptual replications (O),Successful conceptual replications (O),Internal direct replications (O),Successful direct replications (O),Feasibility (O),Status (R),Completion (R),Secondary (R),Contact Researcher (R),Study claim date (R),Analysis completion date (R),Coder's email (R),Replicated study number (R),Test statistic (O),N (O),Reported P-value (O),Calculated P-value (O),# Tails (O),Type of analysis (O),Type of effect (O),Description of effect (O),Effect size (O),Actual Power (O),80% power,90% power,95% power,Collect materials from authors,Planned Sample,Planned Power,Original Author's Assessment,OSC reviewer (O),Test statistic (R),N (R),P-value (R),Direction (R),# Tails (R),Type of analysis (R),Type of effect (R),Replicate (R),Power (R),Effect Size (R),OSC reviewer (R),Notes (R),Project audit complete (R),R check location (R),Degree (R),Year of highest degree (R),Current position (R),Domain expertise (R),Method expertise (R),Total publications (R),Peer-reviewed articles (R),Citations (R),Implementation quality (R),Data collection quality (R),Replication similarity (R),Differences (R),Effect similarity (R),Findings similarity (R),Difficulty of implimentation (R),Surprise of outcome (R),Dummy,Number of Research sites (R),Secondary data (R),Area of expertise (R),T_N..O.,T_Test.Statistic..O.,T_TestComparison..O.,T_df1..O.,T_df2..O.,T_Test.value..O.,T_p.comparison..O.,T_pval..O.,T_pval.recalc..O.,T_pval_USE..O.,T_sign..O.,T_r..O.,T_N..R.,T_Test.Statistic..R.,T_Test.Comparison..R.,T_df1..R.,T_df2..R.,T_Test.value..R.,T_p.comparison..R.,T_pval..R.,T_pval.recalc..R.,T_pval_USE..R.,T_sign..R.,T_r..R.,T_Comparison.effects..R.O.,Type of analysis (O),Type of analysis (R),,T_sign_O,T_sign_R,T_O_larger,T_N_O_for_tables,T_N_R_for_tables,Meta-analytic estimate (Fz),O within CI R,Meta-analysis significant
108,Talking about walking: Biomechanics and the Language of Locomotion,"BC Malt, S Gennari, M Imai, E Ameel, N Tsuda, A Majid",PS,19,3,232-40,,"Adult, Cross-Cultural Comparison, Exercise Test, Female, Humans, Judgment, Language, Male, Psycholinguistics, Running [psychology], Semantics, Walking [psychology]",6,,Malt,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,0,0,0,0,,,,J Cohoon,2,r = .99,91,X,,,correlation,correlation,"typicality judgments show that the gait term ""walk"" shares goodness-of-example gradients",r = .99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,91,r,is,,,0.99,,,4.49E-136,4.49E-136,,0.99,,,,,,,,,,,,,,,,,,,,,,,,
109,Stored word sequences in language learning,"C Bannard, D Matthews",PS,19,3,241-8,,"Attention, Child, Preschool, Female, Generalization (Psychology), Humans, Language Development, Male, Mental Recall, Reaction Time, Retention (Psychology), Semantics, Serial Learning, Speech Perception",2,,Bannard,,Max Planck Institute for Evolutionary Anthropology,Matthews,,"Max Planck Child Study Centre, School of Psychological Sciences, University of Manchester",,,,,,,168,,,,,,,,,,,,,,,,,,0,2,0,0,,,,M Kidwell,1,t(19) = 1.923,20,0.035,,1,paired sample t test,trend,children more easily and accurately repeat high-frequency than low-frequency stimuli pair combinations,__p^2 = 0.156 ,,35,48,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,38,t,is,1,19,1.923,is,0.035,0.069598815,0.034799408,,0.403632537,,,,,,,,,,,,,,,,,,,,,,,,
110,Perceptual mechanisms that characterize gender differences in decoding women's sexual intent,"C Farris, TA Treat, RJ Viken, RM McFall",PS,19,4,348-54,https://osf.io/7dyp5/,"Adult, Decision Making, Female, Humans, Intention, Male, Models, Psychological, Pilot Projects, Sex Factors, Sexual Behavior, Social Perception",4,3,Farris,378,Indiana University,McFall,5836,Indiana University,Attwood,449,Bristol University,Munafo,10998,Bristol University,37,3.53,3.53,2.86,2.86,1,Social,1,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,2.8,3.2,0,0,0,0,0,1,1,0,M Munafo,1/28/14,2-1-2015,J Cohoon,1,"F(1, 278) = 123.38",280,<.001,,2,general linear model,interaction,"male participants were less sensitive to the distinction between friendliness and sexual interest than women, suggesting that gender differences are due to perceptual insensitivity in men",__p^2 = .326,,19,24,29,Complete,144,0.99,1,A Laique,"F(1, 142) = 1.19",144,0.28,same,,RM ANOVA,interaction,no,0.99,__p^2 = 0.008,L Cramblet Alvarez,,1,https://osf.io/ihcrs/,PhD or equivalent,1999,Professor (or equivalent),Moderate Expertise,High Expertise,400,250,10759,was about the same quality as the original study,was slightly worse than the average study,Very similar,"Studies were collected at different geographical locations (US and UK). This may be important as the outcome is a social variable. It may be noteworthy that the data were also in a different range to the original study. The calculation method was verified directly with the authors, so we do not think this is due to inaccuracies in the sensitivity calculation.",Not at all similar,Not at all similar,Somewhat challenging,Results were slightly surprising,X,1,No data used was pre-existing,Biological Psychology / Psychopharmacology,280,F,is,1,278,123.38,<,0.001,5.76E-24,5.76E-24,,0.554427187,144,F,is,1,142,1.19,is,0.28,0.277177119,0.277177119,,0.091162691,,general linear model,Repeated measures ANOVA,,1,0,1,278,142,0.444846205,0,1
111,Precision of the anchor influences the amount of adjustment.,"C Janiszewski, D Uy",PS,19,2,121-7,https://osf.io/aaudl/,"Humans, Judgment, Mathematics",2,1,Janiszewski,6591,University of Florida,Janiszewski,6591,University of Florida,Chandler,1532,University of Michigan,Chandler,1532,University of Michigan,53,3.4,3.4,4.61,4.61,5,Cognitive,1,Collected themselves,Slight expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2,4,0,0,0,0,0,1,1,0,J Chandler,1-1-2012,5/31/12,J Chandler,4,"F(1, 55) = 6.88",59,prep = .947,,,ANOVA,main effect,increased anchor precision leads to decreased adjustment by participants,_2 = .02,,65,87,107,Complete,120,0.99,1,C Smith,"F(1,116) = 6.28",120,0.014,same,,ANOVA,main effect,yes,0.99,n_p^2 = .05,C Smith,Power calculations assume a correlation of r = .5 between repeated measures; Data had already been collected when requirement to get original authors assessment was added.,1,https://osf.io/8qc4x/,PhD or equivalent,2010,Private sector researcher,Moderate Expertise,High Expertise,19,12,1532,was of slightly higher quality than the original study,was better than the average study,Virtually identical,"Data was collected in a dining hall, participants may have been distracted.",Somewhat similar,Extremely similar,Slightly challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Social,59,F,is,1,55,6.88,prep,0.947,0.011256115,0.011256115,,0.333441051,120,F,is,1,116,6.23,is,0.014,0.013965691,0.013965691,,0.225764222,,2x2 ANOVA,2x2 ANOVA,,1,1,1,55,116,0.26709769,1,1
112,Action dynamics reveal parallel competition in decision making,"C McKinstry, R Dale, MJ Spivey",PS,19,1,22-apr,https://osf.io/d0n81/,"Adolescent, Adult, Attention, Choice Behavior, Conflict (Psychology), Decision Making, Female, Humans, Male, Psychomotor Performance, Reaction Time, Set (Psychology), Thinking",3,3,McKinstry,233,University of Memphis,Spivey,8475,Cornell University,Feather,91,MIT,Saxe,8175,MIT,103,2.39,5.56,6.42,6.42,1,Cognitive,1,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,3.6,3.2,0,0,0,0,0,1,1,0,R Saxe,1-1-2012,5/29/12,R Saxe,1,"F(1, 9) = 8.7",141,<.05,,,ANOVA,main effect,Sample entropy was higher for middle-truth-value questions than for low- and high-truth-value questions,r = -0.7,,X,X,X,Complete,53,X,1,X,"F(1, 9) = 11.6",51,0.01,same,,ANOVA,main effect,yes,X,r = -0.75,C Anderson,power cannot be calculated,1,https://osf.io/8hurj/,PhD or equivalent,2003,Associate Professor (or equivalent),Some Expertise,Moderate Expertise,110,76,8108,was about the same quality as the original study,was about the same as the average study,Very similar,I don't think there were relevant methodological differences.,Somewhat similar,Moderately similar,Very challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Cognitive neuroscience,141,F,is,1,9,8.7,<,0.05,0.016232104,0.016232104,,0.701088742,51,F,is,1,9,11.6,is,0.01,0.007800372,0.007800372,,0.750404422,,ANOVA,ANOVA,,1,1,0,9,9,0.921659312,1,1
113,Prescribed optimism: Is it right to be wrong about the future?,"DA Armor, C Massey, AM Sackett",PS,19,4,329-31,https://osf.io/qlzap/,"Affect, Attitude, Coercion, Forecasting, Humans, Time Perception",3,4,Armor,2061,San Diego State University,Massey,250,Yale University,van 't Veer,77,Tilburg University,Brandt,77,Tilburg University,32,3.02,6.56,3.03,3.03,1,Social,1,Collected themselves,No expertise required,Slight opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,2.2,3,0,0,0,0,0,1,1,0,B Lassetter,4-7-2013,3/18/14,M Brandt,1,t(124) =10.36,125,prep > .99,,,single sample t-test,main effect,"among accurate, optimistic, or pessimistic predictions, participants are most likely to recommend optimisitic predictions",d =.93,,12,15,18,Complete,96,0.99,1,G Nilsonne,t(175) = 15.64,177,1.00E-12,same,,single sample t-test,main effect,yes,0.99,d = 1.18,G Nilsonne,"Original paper reports 127 participants - because df = 124, replicators assumed that a participant was excluded due to missing data. N was changed to reflect 126 participants in the original study.",1,https://osf.io/esa3j/,PhD or equivalent,2012,Assistant Professor (or equivalent),Slight Expertise,Moderate Expertise,31,21,432,was about the same quality as the original study,was better than the average study,Extremely similar,Some data were collected in the Netherlands,Virtually identical,Extremely similar,Slightly challenging,Results were exactly as anticipated,X,2,No data used was pre-existing,Social,126,t,is,1,124,10.36,prep >,9.90E-01,1.69E-18,1.69E-18,,0.681152182,177,t,is,1,175,15.64,is,0.00E+00,4.59E-35,4.59E-35,,0.763508789,,single sample t-test,one sample t test,,1,1,0,124,175,0.932798141,0,1
114,Age-related changes in the episodic simulation of future events,"DR Addis, AT Wong, DL Schacter",PS,19,1,33-41,https://osf.io/yaeu7/,"Adult, Aged, Aging [psychology], Female, Humans, Imagination, Life Change Events, Male, Mental Recall, Middle Aged, Neuropsychological Tests, Word Association Tests",3,1,Addis,6138,Harvard University,Schacter,64583,Harvard University,Vasquez,2,"University of the Republic, Uruguay",Vasquez,2,"University of the Republic, Uruguay",248,6.74,6.74,1.36,1.36,1,Social,1,Collected themselves,Moderate expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.8,3.6,0,0,0,0,0,1,1,0,A Vasquez,8-5-2014,1-8-2015,M Kidwell,1,"F(1,30) = 14.49",32,prep = .99,,,RM ANOVA,main effect,"Older adults produced fewer internal details, but more external details than young adults",__p^2= 0.326,,22,26,32,Complete,32,0.95,9,F Cheung,"F (1,30) = 22.27",32,0.0001,same,2,RM ANOVA,main effect,yes,0.95,__p^2= 0.426,C Christopherson,,1,https://osf.io/gfn65/,PhD or equivalent,2014,Assistant Professor (or equivalent),Some Expertise,Some Expertise,16,5,2,was of slightly higher quality than the original study,was about the same as the average study,Extremely similar,"- language of participants (suggested by authors). Our interviews were done in spanish (vs english of original study - we found in the pilot interviews that participants found too vague the instruction to talk about ""next weeks"", maybe due to semantic dif",Extremely similar,Very similar,Somewhat challenging,Results were slightly surprising,X,2,No data used was pre-existing,Cognitive,32,F,is,1,30,14.49,prep,0.99,0.000647885,0.000647885,,0.570693584,32,F,is,1,30,22.27,is,0.0001,5.14E-05,5.14E-05,,0.652730428,,repeated measures ANOVA,repeated measures ANOVA,,1,1,0,30,30,0.714296079,1,1
115,Preschoolers' perspective taking in word learning: do they blindly follow eye gaze?,"E Nurmsoo, P Bloom",PS,19,3,211-5,https://osf.io/aczvt/,"Attention, Child, Preschool, Comprehension, Female, Humans, Language Development, Male, Personal Construct Theory, Semantics, Verbal Learning, Visual Perception",2,9,Nurmsoo,271,Yale University,Bloom,15271,Yale University,Brown,23,Georgia Gwinnett College,Brown,23,Georgia Gwinnett College,22,6.56,6.56,1.42,1.42,2,Cognitive,2,Collected themselves,Moderate expertise required,Slight opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,2.8,3.8,0,0,0,0,0,1,1,0,B Brown,9-9-2013,2/28/15,M Kidwell,1,t(31) = 3.23,32,prep = .97,,,dependent samples t-test,main effect,Older children selected the correct object more frequently than would be expected by chance in ñwhereî trials,d = .571,,16,20,24,Complete,24,0.95,1,E Gilbert,t(7) = -1.426,8,0.197,opposite,2,dependent samples t-test,main effect,no,0.9,d = .286,J Cohoon,,1,https://osf.io/ewtn6/,PhD or equivalent,2007,Assistant Professor (or equivalent),Moderate Expertise,Slight Expertise,2,2,21,was about the same quality as the original study,was about the same as the average study,Virtually identical,Participant demographics (gender split and mean age) may differ slightly from original sample. There are no other known differences from the original study.,Slightly similar,Slightly similar,Slightly challenging,Results were moderately surprising,X,2,No data used was pre-existing,Developmental,32,t,is,1,31,3.23,prep,0.97,0.00292708,0.00292708,,0.501799075,8,t,is,1,8,-1.426,is,0.197,0.191700924,0.191700924,,-0.450187899,,dependent samples t-test,independent samples t-test,,1,0,1,31,8,0.355586013,0,1
116,Measuring the crowd within: Probabilistic representations within individuals.,"E Vul, H Pashler",PS,19,7,645-7,https://osf.io/ivfu6/,"Crowding, Humans, Models, Statistical",2,4,Vul,2785,MIT,Pashler,17561,UC San Diego,Steegen,5,University of Leuven,Vanpaemel,461,University of Leuven,122,6.42,4.08,2.35,2.35,1,Cognitive,1,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,No opportunity for lack of diligence to affect the results,2.67,4.33,0,0,0,0,0,1,1,0,W Vanpaemel,6-10-2013,5/23/14,J Cohoon,1,t(172) = 3.94,173,<.01,,2,dependent samples t-test,main effect,Averaging two guesses within one person provides a more accurate answer than either guess alone,d = 0.47,,38,50,61,Complete,48,0.89,1,X,t(139) = 4.02,140,0.001,same,2,dependent samples t-test,main effect,yes,0.99,d = .34,E Vul,,1,https://osf.io/8twa9/,PhD or equivalent,2007,Assistant Professor (or equivalent),Moderate Expertise,Slight Expertise,37,13,450,was about the same quality as the original study,was about the same as the average study,Extremely similar,"Our subject pool of undergraduate students is probably less diverse than the internet-based subject pool used in the original study with respect to variables such as age, ethnicity and educational level.",Virtually identical,Very similar,Moderately challenging,Results were somewhat surprising,X,1,No data used was pre-existing,Quantitative,173,t,is,1,172,3.94,<,0.01,1.18E-04,1.18E-04,,0.28771881,140,t,is,1,139,4.02,is,0.001,9.50E-05,9.50E-05,,0.322727228,,dependent samples t-test,dependent t-test,,1,1,0,172,139,0.313321162,1,1
117,"Temporal selection is suppressed, delayed, and diffused during the attentional blink.","E Vul, M Nieuwenstein, N Kanwisher",PS,19,1,55-61,https://osf.io/rzjvn/,"Adolescent, Adult, Attentional Blink, Cues, Female, Humans, Inhibition (Psychology), Male, Pattern Recognition, Visual, Probability, Reaction Time, Serial Learning, Time Perception",3,1,Vul,2785,MIT,Kanwisher,30967,MIT,Barnett-Cowan,395,University of Waterloo,Barnett-Cowan,395,University of Waterloo,53,6.42,6.42,2.98,2.98,1,Cognitive,1,Collected themselves,No expertise required,No opportunity for researcher expectations to influence results,Slight opportunity for lack of diligence to affect the results,4,2.5,0,0,0,0,0,1,1,0,M Barnett Cowan,4-2-2012,4-5-2013,M Barnett Cowan,1,"F(18, 660) = 16.31",12,<.00001,,,ANOVA,interaction,"Selection is (a) suppressed (efficacy), (b) delayed (latency), and (c) diffused (precision) in time during the attentional blink as demonstrated significant main effects of each of these factors and by a significant three way interaction between SOA, measure (efficacy, latency, precision).",__p^2 = .308,,4,4,5,Complete,12,0.99,1,D Lakens,"F(18, 660) = 12.98",12,1.00E-12,same,,ANOVA,interaction,yes,0.99,_^2 = .261,D Lakens,Author has responded and sent all relevant materials. Original computer hardware has been sourced. Effect size not originally reported by the authors. All effects are at p < .0001 with n=12,1,https://osf.io/2mcdv/,PhD or equivalent,2009,Assistant Professor (or equivalent),Some Expertise,Some Expertise,31,23,388,was about the same quality as the original study,was about the same as the average study,Extremely similar,The original description of the experiment used a computer monitor which required a frame rate of 150Hz with a resolution of 1024 x 768. This was not possible to achieve using the same monitor. It was therefore decided in consultation with the original authors to run the experiment at 150Hz with a resolution of 800 x 600. In principle this change in resolution and corresponding change in the visual angle of the stimulus should not make a difference based on claims in the original article or subsequent published research on the conditions for obtaining the effect. Both the original authors and the OSF reviewer agreed with this assessment.,Virtually identical,Extremely similar,Moderately challenging,Results were exactly as anticipated,X,1,No data used was pre-existing,Behavioral neuroscience/Comparative,12,F,is,18,660,16.31,<,1.00E-05,6.06E-42,6.06E-42,,0.130782132,12,F,is,18,660,12.98,is,0.00E+00,3.35E-33,3.35E-33,,0.120519146,,ANOVA,ANOVA,,1,1,1,660,660,,1,
118,"Toward a physiology of dual-process reasoning and judgment: lemonade, willpower, and expensive rule-based analysis.","EJ Masicampo, RF Baumeister",PS,19,3,255-60,https://osf.io/3h29d/,"Adult, Association, Attention [physiology], Beverages, Blood Glucose [metabolism], Brain [physiology], Female, Humans, Inhibition (Psychology), Interpersonal Relations, Intuition [physiology], Judgment [physiology], Logic, Male, Motivation, Physical Exertion [physiology], Problem Solving [physiology], Set (Psychology)",2,3,Masicampo,983,Florida State University,Baumeister,84112,Florida State University,Osborne,0,University of Virginia,Vuu,0,University of Virginia,202,3.66,3.66,4.36,4.36,1,Social,1,Collected themselves,Extreme expertise required,Slight opportunity for researcher expectations to influence results,Extreme opportunity for lack of diligence to affect the results,4.5,3.75,0,0,0,0,0,3,1,0,C Osborne,8-11-2014,3/20/15,J Cohoon,1,"F(1, 111) = 5.311",115,prep = .92,,,ANOVA,focused interaction contrast,"The attraction effect was larger in the depletion with placebo group than among participants in the other three groups (depletion with sugar, no depletion with sugar, no depletion with placebo)",__p^2 = .045,,169,225,278,Complete,225,0.9,1,J Goss,"F(1, 158) = 0.379",166,0.539,opposite,,between ANOVA,focused interaction contrast,no,0.79,__p^2 = 0.002,J Cohoon,,1,https://osf.io/4tb8a/,Bachelor's degree or equivalent,2015,Undergraduate student,Slight Expertise,No Expertise,0,0,0,was of slightly lower quality than the original study,was about the same as the average study,Extremely similar,"The fact that the questionnaire of main interest dealt with location of student apartment to campus provided a confounding variable that we did not think of. Average distances students live from campus differs school to school, and we think that the nature of that question likely altered the effect.",Not at all similar,Slightly similar,Somewhat challenging,Results were moderately surprising,X,1,No data used was pre-existing,Cognitive,115,F,is,1,111,5.311,prep,0.92,0.023051359,0.023051359,,0.21368683,166,F,is,1,158,0.379,is,0.539,0.539024693,0.539024693,,-0.048918238,,ANOVA,2x2x2 between subjects ANOVA,,1,0,1,111,158,0.060626056,0,0
